"subject","item","frequency","length","logrt","rt"
"14",21,258,9,6.50727681096303,669.999396047544
"14",22,315,6,6.27322606751992,530.18503460839
"14",23,203,7,6.75135376488773,855.215740252129
"14",24,183,11,6.59753363139157,733.284407488564
"14",25,125,10,6.98916071547942,1084.81062924063
"14",26,230,7,6.62232524742158,751.690933979996
"14",27,229,8,6.38271591253864,591.532077394351
"14",28,332,7,6.00544744064513,405.632444579702
"14",29,219,10,6.45712340748429,637.225379829949
"14",30,220,6,6.29272002283268,540.62183472911
"14",31,165,8,6.52794572159751,683.991657969743
"14",32,187,9,6.52051745710534,678.929611410843
"14",33,159,9,6.84401580756656,938.249408481815
"14",34,190,5,6.50233876259536,666.699061934659
"14",35,136,7,6.47459250252459,648.454930017333
"14",36,301,6,6.31701321994495,553.916093746174
"14",37,235,6,6.28917341679285,538.707858131509
"14",38,197,5,6.50987074601706,671.7395869625
"14",39,310,4,5.98824397294871,398.713842530724
"14",40,200,8,6.49335606099132,660.737120460729
"14",41,194,8,6.51628248304024,676.060441832082
"14",42,241,8,6.21843098265503,501.915100387615
"14",43,184,9,6.66835191318322,787.097330188731
"14",44,230,6,6.38644782175818,593.743745713479
"14",45,267,6,6.30702539520009,548.411213530185
"14",46,149,7,6.45027048714706,632.873453797756
"14",47,247,7,6.31194553931693,551.116124555413
"14",48,156,10,6.70583731767166,817.161964089084
"14",49,196,6,6.3279816714466,560.025137685927
"14",50,206,10,6.49087631619888,659.100690829572
"14",51,189,8,6.38853419953284,594.98381264259
"14",52,278,8,6.24988140133164,517.951392680091
"14",53,102,9,6.90289549654804,995.152007202464
"14",54,183,9,6.60713489191884,740.358769174977
"14",55,211,8,6.47529424861493,648.910140431623
"14",56,227,9,6.48687259591257,656.467111598247
"14",57,173,9,6.58830819312515,726.550646163669
"14",58,221,9,6.50535833378709,668.71524969493
"14",59,335,3,5.90974162318945,368.61090259498
"14",60,149,6,6.75196118497637,855.735373274669
"14",61,220,7,6.29870441917011,543.866830041418
"14",62,225,9,6.51095405664966,672.467683905772
"14",63,172,8,6.59496195759484,731.401061905477
"14",64,156,10,6.40755234809793,606.407588397465
"14",65,211,6,6.40498609220389,604.853386442471
"14",66,105,8,6.76778281422389,869.382173717555
"14",67,217,9,6.52916802891144,684.828217137988
"14",68,145,9,6.86001580180825,953.382132533807
"14",69,161,9,6.78425671461648,883.822910089694
"14",70,144,8,6.7372873988151,843.270174890786
"14",71,248,6,6.27797826175941,532.710573047406
"14",72,178,6,6.50274381682745,666.969165910909
"14",73,229,11,6.46461106905678,642.014615531863
"14",74,186,4,6.43773231780356,624.987917658759
"14",75,195,6,6.58852001883033,726.704564568
"14",76,182,9,6.58814951766155,726.435369549083
"14",77,214,10,6.43305791808393,622.073291682161
"14",78,162,7,6.51544242641583,675.492751258916
"14",79,220,6,6.32104752579035,556.155274413856
"14",80,244,6,6.15501692216322,471.074813998269
"14",81,136,10,6.79655960788711,894.763652415267
"14",82,208,9,6.29137689455038,539.89619767377
"14",83,185,7,6.46585325773464,642.812614348234
"14",84,196,7,6.6332777604338,759.969089265221
"14",85,256,6,6.26790937926569,527.373686216208
"14",86,217,10,6.49080126644377,659.05122734027
"14",87,187,6,6.61197451864775,743.950513603943
"14",88,190,7,6.50752932912506,670.168604426792
"14",89,189,10,6.5209955649844,679.254290617044
"14",90,216,11,6.5469246765848,697.097075038982
"14",91,139,9,6.8951889608787,987.512308378834
"14",92,229,7,6.33332927199135,563.027950182255
"14",93,167,8,6.55375530430563,701.874985129319
"14",94,185,11,6.55870934870841,705.360732114433
"14",95,273,7,6.33663165683537,564.890358653872
"14",96,201,5,6.41880418776393,613.269320515825
"14",97,232,5,6.53526524492098,689.016518220148
"14",98,240,4,6.46348340735943,641.291048286997
"14",99,141,5,6.72067486313141,829.377038643528
"14",100,170,8,6.64353785138902,767.806579169969
"15",1,109,8,6.67231280464908,790.221119698278
"15",2,190,5,6.51311548282991,673.922745100337
"15",3,216,9,6.41543757572719,611.208152163491
"15",4,118,6,6.83207756694409,927.114956404853
"15",5,204,9,6.66987456316672,788.296716816841
"15",6,201,7,6.55906640451914,705.61263023066
"15",7,153,10,6.80649124438307,903.694394795686
"15",8,207,8,6.46912215641476,644.917341851112
"15",9,114,10,6.95917618584125,1052.76591643619
"15",10,199,7,6.36710250835814,582.367975563921
"15",11,149,10,6.77549188074482,876.110198802977
"15",12,106,11,7.00467001753688,1101.76643141796
"15",13,270,6,6.23112456107148,508.326806730086
"15",14,226,8,6.46193959961221,640.301782013378
"15",15,256,9,6.56536367309226,710.070082629024
"15",16,187,9,6.53426708689572,688.329113979048
"15",17,227,8,6.56703703602451,711.259282288421
"15",18,222,2,6.30368307554802,546.581307722363
"15",19,338,5,5.80456548204897,331.810984186103
"15",20,144,9,6.58503081882663,724.173365496537
"15",21,258,9,6.26050176083295,523.481536754049
"15",22,315,6,5.99305875715955,400.638192591987
"15",23,203,7,6.55737931493168,704.423202127421
"15",24,183,11,6.73661784367535,842.705747989541
"15",25,125,10,6.77446854493683,875.214102446747
"15",26,230,7,6.43376994960662,622.516385204818
"15",27,229,8,6.2945327190129,541.602706606639
"15",28,332,7,6.16906236903209,477.737954121184
"15",29,219,10,6.58178212471884,721.824565083831
"15",30,220,6,6.44391870554817,628.866319532694
"15",31,165,8,6.7311496943151,838.110282888187
"15",32,187,9,6.56661836163292,710.961558570139
"15",33,159,9,6.75259399785189,856.277065013594
"15",34,190,5,6.66996958133008,788.37162288172
"15",35,136,7,6.89838475221287,990.673239804728
"15",36,301,6,6.00935169483831,407.219232348097
"15",37,235,6,6.30617416395796,547.944587403238
"15",38,197,5,6.5534416163612,701.654849936671
"15",39,310,4,6.071634497565,433.388475380981
"15",40,200,8,6.71560423401742,825.182219458896
"15",41,194,8,6.95279121440452,1046.06545003709
"15",42,241,8,6.42306884245504,615.890287187028
"15",43,184,9,6.73899615091091,844.712346375325
"15",44,230,6,6.67652781488064,793.558939333228
"15",45,267,6,6.20538784390796,495.411060846302
"15",46,149,7,6.70376806086392,815.472794397532
"15",47,247,7,6.2003766745235,492.934682064434
"15",48,156,10,6.77954587024347,879.669149448635
"15",49,196,6,6.39406269146934,598.282285241446
"15",50,206,10,6.42946113322348,619.839846902546
"15",51,189,8,6.5667186840518,711.032887531317
"15",52,278,8,6.27834031262833,532.903476291548
"15",53,102,9,6.94316611512565,1036.04526621813
"15",54,183,9,6.5378558889406,690.803828885718
"15",55,211,8,6.5237591606609,681.134071118072
"15",56,227,9,6.47058279003782,645.860018089418
"15",57,173,9,6.54326830094309,694.552880374066
"15",58,221,9,6.32611281269998,558.979507181231
"15",59,335,3,5.9672170357121,390.417639128479
"15",60,149,6,6.69383446242535,807.412316178795
"15",61,220,7,6.43097216960864,620.777155439495
"15",62,225,9,6.33733637107662,565.288585235854
"15",63,172,8,6.71056226617069,821.032148295104
"15",64,156,10,6.74966957020361,853.776602682719
"15",65,211,6,6.36596592460956,581.706441602792
"15",66,105,8,6.82683551581301,922.267688312454
"15",67,217,9,6.38471281236957,592.714487884429
"15",68,145,9,6.83957409625871,934.091217053859
"15",69,161,9,6.79876742082165,896.741305521152
"15",70,144,8,6.74966056359412,853.768913084903
"15",71,248,6,6.21930681510797,502.354886482507
"15",72,178,6,6.74264511134738,847.800298789225
"15",73,229,11,6.61423214968297,745.631976719601
"15",74,186,4,6.50476862597007,668.32101933661
"15",75,195,6,6.56642168247461,710.821740999259
"15",76,182,9,6.54936152269019,698.79786477115
"15",77,214,10,6.4892311380012,658.01724421869
"15",78,162,7,6.67397778912001,791.537921514264
"15",79,220,6,6.69491891168431,808.288388809047
"15",80,244,6,6.41301935315317,609.731900484476
"15",81,136,10,6.72884611601207,836.181852223255
"15",82,208,9,6.50192487528261,666.423180747299
"15",83,185,7,6.55402452441036,702.063969424366
"15",84,196,7,6.4207296387298,614.451278056833
"15",85,256,6,6.39079218615873,596.328796039969
"15",86,217,10,6.51618658045294,675.995608995407
"15",87,187,6,6.59439216825895,730.984436085895
"15",88,190,7,6.6847894932481,800.142225105127
"15",89,189,10,6.45502560299077,635.890006730325
"15",90,216,11,6.53932011742051,691.816064417202
"15",91,139,9,6.76747215633329,869.11213523231
"15",92,229,7,6.46738065022969,643.795191710729
"15",93,167,8,6.47555003211719,649.076142169339
"15",94,185,11,6.71001891439835,820.586160197359
"15",95,273,7,6.27963807253688,533.59550600529
"15",96,201,5,6.40770853727674,606.502310097784
"15",97,232,5,6.55313342461658,701.438639023269
"15",98,240,4,6.35124299617006,573.20475770358
"15",99,141,5,6.85487533379571,948.493876902739
"15",100,170,8,6.73492436535945,841.279851781568
"16",1,109,8,6.9356316808698,1028.26858451091
"16",2,190,5,6.54665732820598,696.910732176429
"16",3,216,9,6.49880277293211,664.345783978385
"16",4,118,6,6.76050143281413,863.074861360351
"16",5,204,9,6.56138391789508,707.249793280332
"16",6,201,7,6.58008385243358,720.59975075862
"16",7,153,10,6.48393886463126,654.544035770942
"16",8,207,8,6.48396839808946,654.563367005323
"16",9,114,10,6.84164059987437,936.023515794779
"16",10,199,7,6.4894529036521,658.163186022997
"16",11,149,10,6.6845270375335,799.932250761344
"16",12,106,11,7.00608355819689,1103.32492430364
"16",13,270,6,6.24821572586186,517.089371873524
"16",14,226,8,6.41577322206868,611.413336376394
"16",15,256,9,6.38298761699205,591.692821130524
"16",16,187,9,6.68019035250683,796.470707782977
"16",17,227,8,6.30973253071047,549.897848353677
"16",18,222,2,6.4299962824429,620.171642484936
"16",19,338,5,6.12228877864256,455.90697141312
"16",20,144,9,6.80886495132791,905.842048398355
"16",21,258,9,6.42313522123881,615.931170592109
"16",22,315,6,6.01515394890017,409.58888982231
"16",23,203,7,6.3762167142427,587.700059136784
"16",24,183,11,6.51182575817814,673.054130579776
"16",25,125,10,6.66207616666112,782.173174394524
"16",26,230,7,6.4135522365443,610.056903073837
"16",27,229,8,6.25533851362298,520.785637955097
"16",28,332,7,5.89765113265883,364.181049479096
"16",29,219,10,6.4287012331755,619.369009490483
"16",30,220,6,6.32899555089468,560.593223600089
"16",31,165,8,6.88238680227577,974.950599247521
"16",32,187,9,6.58104357578269,721.291659131986
"16",33,159,9,6.65842175376406,779.320007159127
"16",34,190,5,6.72174395298416,830.264191358131
"16",35,136,7,6.74793047781311,852.293096640741
"16",36,301,6,6.25140702066114,518.7421924128
"16",37,235,6,6.4575082807839,637.470678065819
"16",38,197,5,6.59913096316935,734.456641949234
"16",39,310,4,6.18153260998251,483.732762184764
"16",40,200,8,6.46450203962571,641.944620859399
"16",41,194,8,6.52893583107442,684.669219967352
"16",42,241,8,6.48583144654164,655.783986957075
"16",43,184,9,6.63153051676853,758.642397452651
"16",44,230,6,6.44319964084087,628.414286496684
"16",45,267,6,6.444612703811,629.302903142612
"16",46,149,7,6.61951989863907,749.585133866473
"16",47,247,7,6.22188470521137,503.651572812098
"16",48,156,10,6.74590405823356,850.567741958864
"16",49,196,6,6.59227174029024,729.436078413529
"16",50,206,10,6.37614859096163,587.660024444136
"16",51,189,8,6.65589943376188,777.356789689159
"16",52,278,8,6.18866739348645,487.196432291685
"16",53,102,9,6.76629773485102,868.092030403955
"16",54,183,9,6.64485423912468,768.817975883208
"16",55,211,8,6.60443416324605,738.361958654344
"16",56,227,9,6.48241419527875,653.546832935214
"16",57,173,9,6.64121875637272,766.028025872895
"16",58,221,9,6.4856655914998,655.675230895596
"16",59,335,3,6.16459173540037,475.606929820115
"16",60,149,6,6.66600031698932,785.248569723834
"16",61,220,7,6.37547572112611,587.264738742971
"16",62,225,9,6.48828251274872,657.393328422184
"16",63,172,8,6.49185497676699,659.746042424674
"16",64,156,10,6.74949938830483,853.631317722133
"16",65,211,6,6.40987151298274,607.8155796332
"16",66,105,8,6.9724930030022,1066.87917090635
"16",67,217,9,6.32201113792446,556.691450676219
"16",68,145,9,6.79498557403886,893.356371984257
"16",69,161,9,6.77940263101181,879.543155339414
"16",70,144,8,6.75198029913873,855.751730095854
"16",71,248,6,6.49126227923765,659.355128433658
"16",72,178,6,6.58935014261682,727.308069770155
"16",73,229,11,6.53971714100104,692.090786240076
"16",74,186,4,6.65252242537561,774.736076866438
"16",75,195,6,6.46188691312374,640.268047649603
"16",76,182,9,6.46352124471924,641.315313506194
"16",77,214,10,6.49597185115736,662.467732595078
"16",78,162,7,6.55989938794031,706.200638720069
"16",79,220,6,6.48127794925239,652.804664665973
"16",80,244,6,6.36610424848315,581.786911056385
"16",81,136,10,6.8566115927514,950.142138381236
"16",82,208,9,6.49858701481328,664.202461443839
"16",83,185,7,6.70687642426217,818.011523786576
"16",84,196,7,6.63932884820368,764.581670419075
"16",85,256,6,6.32682633163232,559.378491967067
"16",86,217,10,6.50805770794616,670.522800890653
"16",87,187,6,6.62972801303136,757.27617337797
"16",88,190,7,6.63639338178946,762.340557569681
"16",89,189,10,6.52599114180921,682.656047403628
"16",90,216,11,6.65840530872444,779.30719131611
"16",91,139,9,6.6393030655944,764.561957762729
"16",92,229,7,6.20179817112183,493.635885299118
"16",93,167,8,6.73680288421059,842.861697140211
"16",94,185,11,6.6573834187757,778.511231891059
"16",95,273,7,6.20196893621077,493.720188272773
"16",96,201,5,6.44366892216898,628.709258794742
"16",97,232,5,6.47201802491666,646.787644435837
"16",98,240,4,6.4055699018992,605.206608811003
"16",99,141,5,6.74360780957459,848.616867625517
"16",100,170,8,6.83473542205754,929.582371195474
"17",1,109,8,6.88896197240654,981.382186525646
"17",2,190,5,6.52571779600993,682.469471741717
"17",3,216,9,6.322705326997,557.078033963478
"17",4,118,6,7.03617893164197,1137.03460840926
"17",5,204,9,6.41572935265062,611.386514617467
"17",6,201,7,6.38064100585453,590.305975995987
"17",7,153,10,6.69450133288934,807.950935179306
"17",8,207,8,6.43268334214165,621.84032162797
"17",9,114,10,6.80038800889878,898.195731983929
"17",10,199,7,6.45657950520142,636.87888572916
"17",11,149,10,6.66405464717927,783.722220655508
"17",12,106,11,6.86826597200257,961.280232924818
"17",13,270,6,6.07922562549567,436.690901452099
"17",14,226,8,6.25848884617123,522.428872910257
"17",15,256,9,6.29015019580749,539.234313735889
"17",16,187,9,6.40693916839059,606.035865547987
"17",17,227,8,6.22037422407801,502.891390878344
"17",18,222,2,6.46744595490915,643.837235922193
"17",19,338,5,5.84194772374772,344.449580359753
"17",20,144,9,6.62546696692081,754.056249678352
"17",21,258,9,6.04352479113844,421.375681610101
"17",22,315,6,5.88439327813504,359.384655308121
"17",23,203,7,6.3765749600398,587.910637930154
"17",24,183,11,6.61950829251595,749.576434139604
"17",25,125,10,6.91181773744609,1004.07072143388
"17",26,230,7,6.18871586058223,487.220045860067
"17",27,229,8,6.19749690488419,491.51718574391
"17",28,332,7,5.58854018383558,267.345060070198
"17",29,219,10,6.29978915569492,544.457102343681
"17",30,220,6,6.44239574667614,627.909310919392
"17",31,165,8,6.81086355098778,907.654274362047
"17",32,187,9,6.66733866182187,786.300206658854
"17",33,159,9,6.59025557362992,727.966895268113
"17",34,190,5,6.47333093596469,647.637376769373
"17",35,136,7,6.60064323194644,735.568178055814
"17",36,301,6,5.78022657948215,323.832555918193
"17",37,235,6,6.30980140606471,549.935724067114
"17",38,197,5,6.4033629641428,603.872428263827
"17",39,310,4,5.81061572160734,333.824605431538
"17",40,200,8,6.37466067432846,586.786285505662
"17",41,194,8,6.79750722439234,895.611947086109
"17",42,241,8,6.15961011216473,473.243526966403
"17",43,184,9,6.5129467582017,673.809047327805
"17",44,230,6,6.25214737986494,519.126390173979
"17",45,267,6,6.10664393683559,448.829883277889
"17",46,149,7,6.82844339383335,923.751775052857
"17",47,247,7,6.31363980468973,552.050652967658
"17",48,156,10,6.89608677316515,988.399307181946
"17",49,196,6,6.53553255961962,689.200727082841
"17",50,206,10,6.57488943327563,716.866358404975
"17",51,189,8,6.62836518853486,756.244841779884
"17",52,278,8,5.99185011310012,400.154256132902
"17",53,102,9,7.06923700080649,1175.25097651828
"17",54,183,9,6.60310195387213,737.378960856498
"17",55,211,8,6.25914367922582,522.771088639767
"17",56,227,9,6.36868760444078,583.291816755743
"17",57,173,9,6.66183514688259,781.984677905862
"17",58,221,9,6.34183328590936,567.836364138466
"17",59,335,3,5.6892778681227,295.680023556642
"17",60,149,6,6.72664934815866,834.346970952682
"17",61,220,7,6.11486868174021,452.536617148089
"17",62,225,9,6.23032774571922,507.92192545575
"17",63,172,8,6.64963611216166,772.503169875091
"17",64,156,10,6.63425240508936,760.710150153314
"17",65,211,6,6.67758150941456,794.395548737919
"17",66,105,8,6.98299255625654,1078.13993864319
"17",67,217,9,6.35033216536009,572.682902846664
"17",68,145,9,6.72085945362985,829.530147895307
"17",69,161,9,6.7429008868397,848.017173062414
"17",70,144,8,6.93067869922424,1023.18818104373
"17",71,248,6,6.20045410411803,492.972851274686
"17",72,178,6,6.53292701856987,687.407323704566
"17",73,229,11,6.41678411190826,612.031720412328
"17",74,186,4,6.73110926469976,838.076399096796
"17",75,195,6,6.60004827239273,735.130674902126
"17",76,182,9,6.47249783142835,647.098051821106
"17",77,214,10,6.47020359391311,645.615156901597
"17",78,162,7,6.74079772884391,846.235533156152
"17",79,220,6,6.29879702398932,543.917197062969
"17",80,244,6,6.09747674588838,444.734175784069
"17",81,136,10,6.96914940034477,1063.31790791736
"17",82,208,9,6.41659428971405,611.915554234043
"17",83,185,7,6.60300310740513,737.30607715359
"17",84,196,7,6.3679725530638,582.87488222156
"17",85,256,6,6.24769796567565,516.821712881623
"17",86,217,10,6.46011144221692,639.132278918959
"17",87,187,6,6.44518011426877,629.660077513614
"17",88,190,7,6.59603498750832,732.186298339401
"17",89,189,10,6.60125453305942,736.01796916663
"17",90,216,11,6.34556450771298,569.959045195479
"17",91,139,9,6.73903061869695,844.741462241529
"17",92,229,7,6.20655316723426,495.988711421089
"17",93,167,8,6.80618807205727,903.420461190847
"17",94,185,11,6.38631351729625,593.664008633831
"17",95,273,7,6.04468907605821,421.866568672504
"17",96,201,5,6.30360021168219,546.536017758694
"17",97,232,5,6.36109800095307,578.881620140433
"17",98,240,4,6.38515596025223,592.977206262003
"17",99,141,5,6.78094458072597,880.900412798843
"17",100,170,8,6.46972488606255,645.306169820718
"18",1,109,8,6.76922183164963,870.634130392863
"18",2,190,5,6.51116008986828,672.606248861102
"18",3,216,9,6.34871143191929,571.75548826397
"18",4,118,6,6.98203403718747,1077.10701606994
"18",5,204,9,6.2824526684163,535.099477260555
"18",6,201,7,6.29659523996245,542.720926314726
"18",7,153,10,6.67533738679918,792.614826548233
"18",8,207,8,6.54900558929391,698.549183533434
"18",9,114,10,6.60367360496117,737.800604847648
"18",10,199,7,6.39857461723699,600.987789427817
"18",11,149,10,6.45970196050031,638.870619512276
"18",12,106,11,7.0922803533819,1202.64713656189
"18",13,270,6,6.21717323090023,501.284212622606
"18",14,226,8,6.53948139660453,691.927648945453
"18",15,256,9,6.3197836159629,555.452788329986
"18",16,187,9,6.45760829083468,637.534434728805
"18",17,227,8,6.35246616465404,573.906312670563
"18",18,222,2,6.24789737710168,516.924783312759
"18",19,338,5,5.92215058037185,373.213477017314
"18",20,144,9,6.78372860766828,883.356280295956
"18",21,258,9,6.40308446484369,603.704273632368
"18",22,315,6,6.15229653405801,469.795049195321
"18",23,203,7,6.4959613297972,662.460762570133
"18",24,183,11,6.61983045482955,749.817958320751
"18",25,125,10,6.50545931281186,668.782779318173
"18",26,230,7,6.42910539005489,619.619382328099
"18",27,229,8,6.36041877690126,578.488563322818
"18",28,332,7,6.07754805222085,435.958934602138
"18",29,219,10,6.18574273680786,485.773631608132
"18",30,220,6,6.4737598108737,647.915191760085
"18",31,165,8,6.64071866818225,765.645040074903
"18",32,187,9,6.25927107415735,522.83769126914
"18",33,159,9,6.55999826852469,706.270471704424
"18",34,190,5,6.44033782994967,626.618454538784
"18",35,136,7,6.77091735456932,872.111562671808
"18",36,301,6,6.0727992957989,433.893579626854
"18",37,235,6,6.47897375668648,651.302208649398
"18",38,197,5,6.76831501823586,869.844985542577
"18",39,310,4,6.06240614738502,429.407412341158
"18",40,200,8,6.6223186040002,751.685940196957
"18",41,194,8,6.56612072951979,710.607849283242
"18",42,241,8,6.27114095411514,529.080690427257
"18",43,184,9,6.43622530332931,624.046761166965
"18",44,230,6,6.27211951195787,529.598679886297
"18",45,267,6,6.36946789921945,583.7471339325
"18",46,149,7,6.63778394091954,763.401374585697
"18",47,247,7,6.31713778087883,553.985094349403
"18",48,156,10,6.46839142636155,644.446253507752
"18",49,196,6,6.54982724460864,699.123386048648
"18",50,206,10,6.54599486140032,696.449204840003
"18",51,189,8,6.46738874855187,643.800405392723
"18",52,278,8,6.12876649515783,458.869793331312
"18",53,102,9,6.86225358343835,955.517982448006
"18",54,183,9,6.5736954744014,716.010960211467
"18",55,211,8,6.58427888384796,723.629038887151
"18",56,227,9,6.25805529228001,522.202420932635
"18",57,173,9,6.51212072030766,673.252685341048
"18",58,221,9,6.25846648600218,522.417191442942
"18",59,335,3,5.90100955491385,365.406179320665
"18",60,149,6,6.79346184691838,891.996177198016
"18",61,220,7,6.46770951002692,644.00694488358
"18",62,225,9,6.40202455796135,603.064742299548
"18",63,172,8,6.49677658421701,663.001056843493
"18",64,156,10,6.69034157904262,804.597038696821
"18",65,211,6,6.45185340176545,633.876031727652
"18",66,105,8,6.70349334976684,815.248805739043
"18",67,217,9,6.50487256480813,668.390487456967
"18",68,145,9,6.51454426853853,674.886324497566
"18",69,161,9,6.70449220571379,816.063528684585
"18",70,144,8,6.66614828389047,785.364769117952
"18",71,248,6,6.25579069579976,521.021181188718
"18",72,178,6,6.74852577790553,852.800617848663
"18",73,229,11,6.17434884305275,480.270190808732
"18",74,186,4,6.21728608517871,501.340787883057
"18",75,195,6,6.38515374084795,592.975890207319
"18",76,182,9,6.48787723281788,657.126954081239
"18",77,214,10,6.20118863134045,493.335086273312
"18",78,162,7,6.49491777819313,661.76981116315
"18",79,220,6,6.29112448889592,539.759942017232
"18",80,244,6,6.35667134384823,576.324773021689
"18",81,136,10,6.55368779675247,701.82760486573
"18",82,208,9,6.52124959600581,679.426864196881
"18",83,185,7,6.59393106462478,730.647454203653
"18",84,196,7,6.43162568017729,621.182972459768
"18",85,256,6,6.26920273627773,528.056209949527
"18",86,217,10,6.15872974003544,472.827079895992
"18",87,187,6,6.55798439444136,704.849563151322
"18",88,190,7,6.33022212653249,561.281255466182
"18",89,189,10,6.66043266057176,780.88872380977
"18",90,216,11,6.33539701249251,564.193350335455
"18",91,139,9,6.5427873036101,694.218882623435
"18",92,229,7,6.67630871564981,793.385090225802
"18",93,167,8,6.40913457034003,607.367819420728
"18",94,185,11,6.47178304432058,646.635679744692
"18",95,273,7,6.13135102314676,460.057289052396
"18",96,201,5,6.39055701306681,596.188572042306
"18",97,232,5,6.46084339207408,639.600262948751
"18",98,240,4,6.23150929533872,508.5224150978
"18",99,141,5,6.60988131573166,742.394902891873
"18",100,170,8,6.46507159453412,642.31034771001
"19",1,109,8,6.7970350918496,895.189199344564
"19",2,190,5,6.7015195281158,813.641237044152
"19",3,216,9,6.3837926641393,592.169353538013
"19",4,118,6,6.65814010807877,779.100545948248
"19",5,204,9,6.61823361961945,748.621578069014
"19",6,201,7,6.48912836990748,657.949624515499
"19",7,153,10,6.69504576076283,808.390925949579
"19",8,207,8,6.43107694736868,620.84220248701
"19",9,114,10,6.95950521543562,1053.11236457137
"19",10,199,7,6.20828506698549,496.848458429928
"19",11,149,10,7.07473333519465,1181.72833342843
"19",12,106,11,6.88573072956268,978.216220116129
"19",13,270,6,6.16847219186243,477.456087271453
"19",14,226,8,6.38442062911194,592.541331932384
"19",15,256,9,6.27287110041973,529.996869762232
"19",16,187,9,6.55348616897506,701.686111190641
"19",17,227,8,6.33427922252785,563.563053005963
"19",18,222,2,6.51577995190889,675.720785764404
"19",19,338,5,5.89415043735994,362.908391484858
"19",20,144,9,6.83871190298359,933.286196979489
"19",21,258,9,6.33798404591633,565.654827019679
"19",22,315,6,6.15647841914142,471.763791762257
"19",23,203,7,6.5267474356501,683.172531249887
"19",24,183,11,6.6947742213515,808.171445753535
"19",25,125,10,6.87022095691513,963.161359464792
"19",26,230,7,6.44194904279743,627.62888403328
"19",27,229,8,6.45197646564723,633.954043772816
"19",28,332,7,5.97149097627821,392.089831794677
"19",29,219,10,6.35083171008946,572.96905503934
"19",30,220,6,6.3020953663953,545.714184129578
"19",31,165,8,6.69540404573704,808.68061216364
"19",32,187,9,6.57490891015876,716.880320863228
"19",33,159,9,6.6531635913698,775.232970572053
"19",34,190,5,6.66879428261997,787.445595016536
"19",35,136,7,6.97152687139327,1065.84892297412
"19",36,301,6,6.09112215600632,441.917032864243
"19",37,235,6,6.47750110635648,650.34377412957
"19",38,197,5,6.44703037494018,630.826191265921
"19",39,310,4,5.98718684791623,398.292574852524
"19",40,200,8,6.44809670683684,631.499220127217
"19",41,194,8,6.43946362476058,626.070900806272
"19",42,241,8,6.27967248929857,533.613870950687
"19",43,184,9,6.5466778670464,696.925046061743
"19",44,230,6,6.4303876120854,620.414381524471
"19",45,267,6,6.15598066677801,471.529028651733
"19",46,149,7,6.727116625763,834.736933709791
"19",47,247,7,6.03728152022838,418.753114292643
"19",48,156,10,6.67573983231487,792.933875026357
"19",49,196,6,6.67819275640697,794.881269060293
"19",50,206,10,6.72266339171491,831.027919459214
"19",51,189,8,6.65542775355665,776.990212339506
"19",52,278,8,6.11229007441943,451.371206128637
"19",53,102,9,6.83988272953578,934.379553180042
"19",54,183,9,6.45656211047411,636.86780749097
"19",55,211,8,6.44874476168331,631.90859889298
"19",56,227,9,6.58082250918339,721.132223261423
"19",57,173,9,6.7940667485835,892.535910397181
"19",58,221,9,6.51500458638537,675.197058229976
"19",59,335,3,5.98883930137549,398.951278884628
"19",60,149,6,6.73659202186271,842.683988080549
"19",61,220,7,6.32786305974361,559.958716089896
"19",62,225,9,6.5657843600607,710.368862701501
"19",63,172,8,6.7027107565918,814.611047173008
"19",64,156,10,6.71891672839918,827.920163132765
"19",65,211,6,6.5139642971154,674.495023198248
"19",66,105,8,6.92590936918403,1018.31987741653
"19",67,217,9,6.60507538668924,738.835565479462
"19",68,145,9,6.66980801936984,788.244262305517
"19",69,161,9,6.57468065531064,716.71670812788
"19",70,144,8,6.78240592116282,882.188649239648
"19",71,248,6,6.57052645767241,713.745501035366
"19",72,178,6,6.64478747989094,768.766651897443
"19",73,229,11,6.30993499278265,550.009193082701
"19",74,186,4,6.43603938861079,623.930752473221
"19",75,195,6,6.61822567864183,748.615633305418
"19",76,182,9,6.62925490259838,756.917982858218
"19",77,214,10,6.52730959240419,683.556689270931
"19",78,162,7,6.61489890120464,746.129293749702
"19",79,220,6,6.46905635739886,644.874908320737
"19",80,244,6,6.38911414301514,595.328969702921
"19",81,136,10,6.79273487174965,891.347953776307
"19",82,208,9,6.43325577094205,622.196382837443
"19",83,185,7,6.36432032274153,580.749971596103
"19",84,196,7,6.46078375996457,639.562123373011
"19",85,256,6,6.41074878541198,608.349033441223
"19",86,217,10,6.55506528396333,702.795029570271
"19",87,187,6,6.68706572759551,801.965610759973
"19",88,190,7,6.54153921994213,693.352979845995
"19",89,189,10,6.64208199585277,766.689577005101
"19",90,216,11,6.52195593451623,679.906939083805
"19",91,139,9,6.95202907102228,1045.26850190991
"19",92,229,7,6.24528398262484,515.575618656721
"19",93,167,8,6.55414776828211,702.150499838237
"19",94,185,11,6.6332828390347,759.972948854724
"19",95,273,7,6.13970426435199,463.916353966751
"19",96,201,5,6.47757752944649,650.393477309568
"19",97,232,5,6.09120878139203,441.955315755775
"19",98,240,4,6.18745989798914,486.608499827724
"19",99,141,5,6.75038368454317,854.386514544962
"19",100,170,8,6.79835397699581,896.370629997044
"20",1,109,8,6.88499685702906,977.498597454235
